PLACE	DATE	TIME	DURATION	CATEGORY	CTITLE	ETITLE	GRADE	REMARK	PAGE
總督影城	2011/7/9	16:00	62	城市：倫敦 / 焦點導演：麥可鮑威爾	魔宮艷舞	The Tales of Hoffmann	普G		62
總督影城	2011/7/9	18:50	55	城市：倫敦 / 經典重現	靈慾潮騷	Young Soul Rebels	限R		55
總督影城	2011/7/9	21:20	99	紀念鄧光榮	阿飛正傳：粵語原音版	Days of Being Wild	輔PG		99
總督影城	2011/7/10	10:30	97	特別放映	荷索之 3D 秘境夢遊	Caves of Forgotten Dreams	普G		97
總督影城	2011/7/10	12:40	53	城市：倫敦 / 經典重現	甜言蜜語	A Taste of Honey	保P		53
總督影城	2011/7/10	15:00	61	城市：倫敦 / 焦點導演：麥可鮑威爾	太虛幻境	A Matter of Life and Death	普G		61
總督影城	2011/7/10	17:30	65	城市：倫敦 / 英倫潮流	四個傻瓜	Four Lions	保P		65
總督影城	2011/7/10	19:50	53	城市：倫敦 / 經典重現	相見恨晚	Bried Encounter	普G		53
總督影城	2011/7/11	12:30	73	觀摩 / 城市物語	戀愛從游泳開始	Jack Goes Boating	普G		73
總督影城	2011/7/11	14:40	55	城市：倫敦 / 經典重現	豪華洗衣店	My Beautiful Laundrette	輔PG		55
總督影城	2011/7/11	17:00	66	城市：倫敦 / 英倫潮流	搶錢搶妞暴走男	Perrier's Bounty	保P		66
總督影城	2011/7/11	19:10	74	觀摩 / 城市物語	幸福的小雨傘	Potiche	普G		74
總督影城	2011/7/11	21:30	61	城市：倫敦 / 焦點導演：麥可鮑威爾	黑水仙	Black Narcissus	普G		61
總督影城	2011/7/12	10:00	107	競賽 / 台北電影獎 / 劇情長片	命運化妝師	Make Up	輔PG		39
總督影城	2011/7/12	12:50	104	城市：倫敦 / 焦點導演：麥可鮑威爾	太虛幻境	A Matter of Life and Death	普G		61
總督影城	2011/7/12	15:20	128	城市：倫敦 / 經典重現	親愛的	Darling	輔PG		54
總督影城	2011/7/12	18:10	106	城市：倫敦 / 焦點導演：麥可鮑威爾	後屋疑雲	The Small Back Room	普G		62
總督影城	2011/7/12	20:40	100	觀摩 / 亞洲面面觀	隱婚男女	Mr. & Mrs. Single	普G		82
總督影城	2011/7/13	12:30	129	觀摩 / 亞洲面面觀	武士的家計簿	Abacus and Sword	普G		79
總督影城	2011/7/13	15:20	90	特別放映	荷索之 3D 秘境夢遊	Caves of Forgotten Dreams	普G		97
總督影城	2011/7/13	17:30	86	城市：倫敦 / 經典重現	相見恨晚	Bried Encounter	普G		53
總督影城	2011/7/13	19:40	97	城市：倫敦 / 經典重現	豪華洗衣店	My Beautiful Laundrette	輔PG		55

