PLACE	DATE	TIME	DURATION	CATEGORY	CTITLE	ETITLE	GRADE	REMARK	PAGE
信義 12 廳	2009/11/16	12:00	80	(影迷嘉年華) 來自海上的聲音-東南亞焦點	大馬十五	15 Malaysia	普G		58
信義 12 廳	2009/11/16	13:50	80	(酷電影) 我是傳奇	雙面希區考克	Double Take	輔PG		87
信義 12 廳	2009/11/16	15:40	120	(全球華人視野) 華人獨立影像	黑夜行路	Call If You Need Me	普G		69
信義 12 廳	2009/11/16	18:10	94	(特別企劃) 看見紫絲帶	切膚之痛	Can Go Through Skin	限R	★	38
信義 12 廳	2009/11/16	20:40	100	(全球華人視野) 華人獨立影像	我的糖	Season's in the Sun	普G		67
信義 12 廳	2009/11/16	22:50	85	(奇幻世界) 限制級禁區	一鏡到底之人體炸彈	P.V.C-1	輔PG	▲	121
信義 12 廳	2009/11/17	11:00	90	(酷電影) 搖滾啟示錄	燃燒吧！龐克	Burning Down the House: The Story of CBGB	普G		82
信義 12 廳	2009/11/17	13:00	118	(特別企劃) 暗夜微光-照亮重建之路	1428	1428	普G	★	42
信義 12 廳	2009/11/17	16:00	153	(焦點影人) 寶萊塢的莫札特：A. R. 拉曼	盧貝塔傳奇	Zubeidaa	普G	▲	107
信義 12 廳	2009/11/17	19:00	75	(奇幻世界) 短片動畫	凱爾斯的秘密	Brendan and the Secret of Kells	普G		124
信義 12 廳	2009/11/17	20:50	75	(影迷嘉年華) 來自海上的聲音-東南亞焦點	卡拉OK	Karaoke	普G		57
信義 12 廳	2009/11/18	13:00	101	(酷電影) 經典重現	受害者	Victim	輔PG		89
信義 12 廳	2009/11/18	15:10	165	(焦點影人) 永遠的文英阿姨	無言的山丘	Hill of No Return	普G	★▲	114
信義 12 廳	2009/11/18	19:00	82	(特別企劃) 看見紫絲帶	卡塔琳的秘密	Katalin Varga	輔PG	★▲	37
信義 12 廳	2009/11/18	21:30	103	(影迷嘉年華) 青春紀事	親愛的奶奶 + 墨西哥幾點	Bába + Lake Tahoe	普G	▲	63
信義 12 廳	2009/11/19	15:00	99	(影迷嘉年華) 名家饗宴	不變的妳	Don't Change Anything	普G		47
信義 12 廳	2009/11/19	17:10	84	(影迷嘉年華) 流浪到世界盡頭	利物浦	Liverpool	普G		65
信義 12 廳	2009/11/19	19:00	112	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	儀式	La Cérémonie	輔PG		110
信義 12 廳	2009/11/20	13:00	109	金馬獎入圍影片	証人	The Beast Stalker	輔PG		137
信義 12 廳	2009/11/20	15:20	143	金馬獎入圍影片	梅蘭芳	Forever Enthralled	普G		139
信義 12 廳	2009/11/20	18:20	136	金馬獎入圍影片	南京！南京！	City of Life and Death	輔PG		142
信義 12 廳	2009/11/21	17:30	110	開幕片,金馬獎入圍影片	眼淚	Tears	輔PG	★	139
信義 12 廳	2009/11/21	20:10	108	金馬獎入圍影片	麥田	Wheat	輔PG		141
信義 12 廳	2009/11/22	10:30	116	(焦點影人) 光影詩人： 李屏賓	軌道	Rail Truck	普G		104
信義 12 廳	2009/11/22	13:30	104	開幕片,金馬獎入圍影片	狼災記	The Warrior and the Wolf	輔PG		138
信義 12 廳	2009/11/22	15:50	86	金馬獎入圍影片	野球孩子	Baseball Boys	普G	★▲	134
信義 12 廳	2009/11/22	18:20	141	金馬獎入圍影片	臉	Face	輔PG		140
信義 12 廳	2009/11/22	21:30	107	金馬獎入圍影片	葉問	Ip Man	普G		141
信義 12 廳	2009/11/23	15:30	88	金馬獎入圍影片	大明宮	Da Ming Palace	普G		135
信義 12 廳	2009/11/23	21:00	120	金馬獎入圍影片	風聲	The Message	輔PG	★	142
信義 12 廳	2009/11/24	10:30	94	金馬獎入圍影片	心魔	At the End of Daybreak	輔PG		137
信義 12 廳	2009/11/24	12:30	98	金馬獎入圍影片	李米的猜想	The Equation of Love and Death	普G		138
信義 12 廳	2009/11/24	14:30	118	金馬獎入圍影片	一席之地	A Place of One's Own	普G	★	136
信義 12 廳	2009/11/24	17:30	109	金馬獎入圍影片	聽說	Hear Me	普G	★	140
信義 12 廳	2009/11/24	20:20	105	金馬獎入圍影片	鬥牛	Cow	護PG	★	138
信義 12 廳	2009/11/25	16:00	100	金馬獎入圍影片	片刻暖和 + 透明的孤獨 + 老徐的完結篇	Sleeping With Her + Invisible Loneliness + Ending Cut	普G	★	135
信義 12 廳	2009/11/25	19:00	90	金馬電影學院閉幕式	金馬電影學院閉幕式			◎		
信義 12 廳	2009/11/25	21:00	103	金馬獎入圍影片	青春歌仔	Young Spirit of a Taiwanese Opera Singer	普G	★	140
信義 12 廳	2009/11/26	10:30	100	金馬獎入圍影片	米香	Death Dowry	普G		142
信義 12 廳	2009/11/26	13:00	108	金馬獎入圍影片	瘋狂的賽車	Crazy Racer	輔PG		139
信義 12 廳	2009/11/26	15:20	111	金馬獎入圍影片	陽陽	Yang Yang	護PG	★	137
信義 12 廳	2009/11/26	18:00	92	金馬獎入圍影片	不能沒有你	No Puedo Vivir Sin Ti	護PG	★▲	136
信義 12 廳	2009/11/26	20:50	118	金馬獎入圍影片	如夢	Like a Dream	普G		141
信義 13 廳	2009/11/05	19:30	104	開幕片,金馬獎入圍影片	狼災記		輔PG	★	32
信義 13 廳	2009/11/05	19:30	111	開幕片,金馬獎入圍影片	眼淚	Tears	輔PG	★	33
信義 13 廳	2009/11/06	12:30	120	(酷電影) 我是傳奇	杭特湯普森的叛逆速記	Gonzo: The Life and Work of Dr. Hunter S. Thompson	護PG		85
信義 13 廳	2009/11/06	15:00	110	(焦點影人) 轉眼人生： 市川準	青春漫畫部屋	Tokiwa: The Manga Apartment	普G		97
信義 13 廳	2009/11/06	17:30	100	(影迷嘉年華) 青春紀事	聽媽媽的話	I Killed My Mother	護PG		61
信義 13 廳	2009/11/06	19:40	85	(影迷嘉年華) 青春紀事	在愛之中	Halfway	普G	▲	62
信義 13 廳	2009/11/06	21:40	112	(影迷嘉年華) 年度熱門電影	我在窗外等你	Quiet Chaos	普G		52
信義 13 廳	2009/11/07	10:30	100	(影迷嘉年華) 年度熱門電影	原味人生	Original	普G		53
信義 13 廳	2009/11/07	12:40	103	(酷電影) 性別越界	派翠克，一歲半	Patrick, Age1.5	普G		80
信義 13 廳	2009/11/07	15:00	77	(影迷嘉年華) 名家饗宴	蒙特婁校園屠殺事件簿	Polytechnique	輔PG		48
信義 13 廳	2009/11/07	17:50	106	(奇幻世界) 魔幻時刻	鈍獸	DumBeast	普G		119
信義 13 廳	2009/11/07	20:10	97	(影迷嘉年華) 年度熱門電影	2009月球漫遊	Moon	輔PG		55
信義 13 廳	2009/11/08	10:30	112	(影迷嘉年華) 年度熱門電影	我在窗外等你	Quiet Chaos	普G		52
信義 13 廳	2009/11/08	13:00	100	(影迷嘉年華) 青春紀事	聽媽媽的話	I Killed My Mother	護PG		61
信義 13 廳	2009/11/08	15:10	110	(焦點影人) 轉眼人生： 市川準	青春漫畫部屋	Tokiwa: The Manga Apartment	普G		97
信義 13 廳	2009/11/08	17:30	97	(焦點影人) 轉眼人生： 市川準	未來之我製作法	How to Become Myself	護PG		96
信義 13 廳	2009/11/08	19:40	94	(奇幻世界) 限制級禁區	犬齒之家	Dogtooth	限R		121
信義 13 廳	2009/11/08	22:40	103	(酷電影) 性別越界	派翠克，一歲半	Patrick, Age1.5	普G		80
信義 13 廳	2009/11/09	13:30	131	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	鋼琴教師	The Piano Teacher	限R		110
信義 13 廳	2009/11/09	16:10	131	(焦點影人) 獨立製片的先行者： 約翰卡薩維蒂	面孔	Faces	護PG		94
信義 13 廳	2009/11/09	19:00	100	(影迷嘉年華) 年度熱門電影	原味人生	Original	普G		53
信義 13 廳	2009/11/09	21:20	99	(奇幻世界) 限制級禁區	極限：殘殺煉獄	Martyrs	限R	▲	122
信義 13 廳	2009/11/10	14:30	103	(影迷嘉年華) 青春紀事	親愛的奶奶 + 墨西哥幾點	Bába + Lake Tahoe	普G	▲	63
信義 13 廳	2009/11/10	17:00	90	(酷電影) 性別越界	大開色戒	Eyes Wide Open	輔PG		81
信義 13 廳	2009/11/10	19:00	94	(全球華人視野) 華人獨立影像	夜‧店	One Night in Supermarket	普G	▲	70
信義 13 廳	2009/11/10	21:30	107	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	編織的女孩	The Lacemaker	護PG		111
信義 13 廳	2009/11/11	11:00	116	(焦點影人) 光影詩人： 李屏賓	軌道	Rail Truck	普G	★	104
信義 13 廳	2009/11/11	13:30	75	(影迷嘉年華) 來自海上的聲音-東南亞焦點	卡拉OK	Karaoke	普G	★	57
信義 13 廳	2009/11/11	15:20	98	(焦點影人) 永遠的文英阿姨	稻草人	Straw Man	普G	★	114
信義 13 廳	2009/11/11	18:00	130	(奇幻世界) 限制級禁區	非常母親	Mother	限R	▲	123
信義 13 廳	2009/11/11	20:40	91	(奇幻世界) 魔幻時刻	魔島迷蹤	Hierro	限R	▲	120
信義 13 廳	2009/11/12	14:00	85	(焦點影人) 轉眼人生： 市川準	東京夜曲	Tokyo Lullaby	普G		97
信義 13 廳	2009/11/12	16:00	97	(影迷嘉年華) 年度熱門電影	痛過，所以愛過	Phantom Pain	護PG	★▲	54
信義 13 廳	2009/11/12	18:30	96	(影迷嘉年華) 年度熱門電影	明天的黎明	Tomorrow at Dawn	普G	★▲	54
信義 13 廳	2009/11/12	21:10	119	(影迷嘉年華) 名家饗宴	璀璨情詩	Bright Star	普G		46
信義 13 廳	2009/11/13	11:30	77	(影迷嘉年華) 名家饗宴	蒙特婁校園屠殺事件簿	Polytechnique	輔PG		48
信義 13 廳	2009/11/13	13:20	94	(奇幻世界) 限制級禁區	犬齒之家	Dogtooth	限R		121
信義 13 廳	2009/11/13	15:30	85	(影迷嘉年華) 青春紀事	在愛之中	Halfway	普G	▲	62
信義 13 廳	2009/11/13	17:30	96	(影迷嘉年華) 青春紀事	湖底的小王子	The Fish Child	輔PG		60
信義 13 廳	2009/11/13	19:40	183	(焦點影人) 寶萊塢的莫札特：A. R. 拉曼	寶萊塢記憶拼圖	Ghajini	普G		106
信義 13 廳	2009/11/14	11:00	110	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	我們之間	Coup de Foudre	護PG		110
信義 13 廳	2009/11/14	13:30	97	(影迷嘉年華) 年度熱門電影	痛過，所以愛過	Phantom Pain	護PG	★▲	54
信義 13 廳	2009/11/14	16:10	82	(焦點影人) 獨立製片的先行者： 約翰卡薩維蒂	影子	Shadows	輔PG		94
信義 13 廳	2009/11/14	18:00	103	(影迷嘉年華) 青春紀事	親愛的奶奶 + 墨西哥幾點	Bába + Lake Tahoe	普G	▲	63
信義 13 廳	2009/11/14	20:10	131	(影迷嘉年華) 年度熱門電影	危機倒數	The Hurt Locker	護PG		50
信義 13 廳	2009/11/14	23:00	99	(奇幻世界) 限制級禁區	極限：殘殺煉獄	Martyrs	限R	▲	122
信義 13 廳	2009/11/15	10:30	120	(酷電影) 我是傳奇	杭特湯普森的叛逆速記	Gonzo: The Life and Work of Dr. Hunter S. Thompson	護PG		85
信義 13 廳	2009/11/15	13:00	105	(影迷嘉年華) 名家饗宴	韶光在此停駐	The Time that Remains	普G		45
信義 13 廳	2009/11/15	15:20	125	(影迷嘉年華) 名家饗宴	希臘二部曲：時光灰燼	The Dust of Time	普G		47
信義 13 廳	2009/11/15	18:00	100	(影迷嘉年華) 青春紀事	聽媽媽的話	I Killed My Mother	護PG		61
信義 13 廳	2009/11/15	20:10	112	(影迷嘉年華) 年度熱門電影	我在窗外等你	Quiet Chaos	普G		52
信義 13 廳	2009/11/15	22:30	75	(奇幻世界) 短片動畫	小村嚇嚇叫	A Town Called Panic	普G		125
信義 13 廳	2009/11/16	13:30	106	(奇幻世界) 魔幻時刻	鈍獸	DumBeast	普G		119
信義 13 廳	2009/11/16	16:00	183	(焦點影人) 寶萊塢的莫札特：A. R. 拉曼	寶萊塢記憶拼圖	Ghajini	普G		106
信義 13 廳	2009/11/16	19:30	75	(奇幻世界) 短片動畫	小村嚇嚇叫	A Town Called Panic	普G		125
信義 13 廳	2009/11/16	21:20	120	(酷電影) 我是傳奇	杭特湯普森的叛逆速記	Gonzo: The Life and Work of Dr. Hunter S. Thompson	護PG		85
信義 13 廳	2009/11/17	13:00	96	(影迷嘉年華) 青春紀事	湖底的小王子	The Fish Child	輔PG		60
信義 13 廳	2009/11/17	15:10	105	(影迷嘉年華) 名家饗宴	韶光在此停駐	The Time that Remains	普G		45
信義 13 廳	2009/11/17	17:30	97	(焦點影人) 轉眼人生： 市川準	未來之我製作法	How to Become Myself	護PG		96
信義 13 廳	2009/11/17	19:40	96	(影迷嘉年華) 年度熱門電影	今年不做愛	My Year Without Sex	護PG		54
信義 13 廳	2009/11/17	21:50	78	(奇幻世界) 短片動畫	幸福，十元有找	$9.99	限R		124
信義 13 廳	2009/11/18	12:30	80	(酷電影) 搖滾啟示錄	金屬大叔要成名	Anvil! The Story of Anvil	普G		82
信義 13 廳	2009/11/18	14:20	125	(影迷嘉年華) 名家饗宴	希臘二部曲：時光灰燼	The Dust of Time	普G		47
信義 13 廳	2009/11/18	17:00	103	(酷電影) 性別越界	派翠克，一歲半	Patrick, Age1.5	普G		80
信義 13 廳	2009/11/18	19:10	105	(影迷嘉年華) 名家饗宴	韶光在此停駐	The Time that Remains	普G		45
信義 13 廳	2009/11/18	21:30	75	(奇幻世界) 短片動畫	小村嚇嚇叫	A Town Called Panic	普G		125
信義 13 廳	2009/11/19	17:30	102	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	白鬼子	White Material	護PG		109
信義 13 廳	2009/11/19	20:00	97	(影迷嘉年華) 年度熱門電影	2009月球漫遊	Moon	輔PG		55
信義 13 廳	2009/11/20	11:30	97	(影迷嘉年華) 年度熱門電影	2009月球漫遊	Moon	輔PG		55
信義 13 廳	2009/11/20	14:00	94	(全球華人視野) 華人獨立影像	夜‧店	One Night in Supermarket	普G	▲	70
信義 13 廳	2009/11/20	16:30	106	(焦點影人) 轉眼人生： 市川準	失去童年的時代	No Life King	普G	▲	99
信義 13 廳	2009/11/20	19:00	78	(奇幻世界) 短片動畫	幸福，十元有找	$9.99	限R		124
信義 13 廳	2009/11/20	20:50	80	(酷電影) 搖滾啟示錄	金屬大叔要成名	Anvil! The Story of Anvil	普G		82
信義 13 廳	2009/11/20	22:40	96	(影迷嘉年華) 年度熱門電影	今年不做愛	My Year Without Sex	護PG		54
信義 13 廳	2009/11/21	11:00	102	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	白鬼子	White Material	護PG		109
信義 13 廳	2009/11/21	17:30	106	(焦點影人) 轉眼人生： 市川準	失去童年的時代	No Life King	普G	▲	99
信義 13 廳	2009/11/21	19:50	131	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	鋼琴教師	The Piano Teacher	限R		110
信義 13 廳	2009/11/22	10:30	157	(酷電影) 經典重現	悲情城市	A City of Sadness	護PG	★	90
信義 13 廳	2009/11/22	14:10	85	(焦點影人) 轉眼人生： 市川準	東京夜曲	Tokyo Lullaby	普G		97
信義 13 廳	2009/11/22	16:00	110	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	路路	Loulou	輔PG		111
信義 13 廳	2009/11/22	18:50	99	(影迷嘉年華) 名家饗宴	不變的妳	Don't Change Anything	普G		47
信義 13 廳	2009/11/23	13:30	110	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	我們之間	Coup de Foudre	護PG		110
信義 13 廳	2009/11/23	16:30	82	(焦點影人) 獨立製片的先行者： 約翰卡薩維蒂	影子	Shadows	輔PG		94
信義 13 廳	2009/11/23	21:00	90	(酷電影) 性別越界	大開色戒	Eyes Wide Open	輔PG		81
信義 13 廳	2009/11/24	11:30	99	(影迷嘉年華) 名家饗宴	不變的妳	Don't Change Anything	普G		47
信義 13 廳	2009/11/24	13:30	107	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	編織的女孩	The Lacemaker	護PG		111
信義 13 廳	2009/11/24	16:00	106	(焦點影人) 轉眼人生： 市川準	失去童年的時代	No Life King	普G	▲	99
信義 13 廳	2009/11/24	18:20	131	(影迷嘉年華) 年度熱門電影	愛妻家	A Good Husband	普G	★	55
信義 13 廳	2009/11/24	21:30	97	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	女人出走	Villa Amalia	普G	★	109
信義 13 廳	2009/11/25	12:00	87	(特別企劃) 看見紫絲帶	愛從心開始	Muallaf	普G		38
信義 13 廳	2009/11/25	14:00	157	(酷電影) 經典重現	悲情城市	A City of Sadness	護PG		90
信義 13 廳	2009/11/25	17:00	95	(焦點影人) 光影詩人： 李屏賓,金馬獎入圍影片	乘著光影旅行	Let the Wind Carry Me	普G	★	104
信義 13 廳	2009/11/25	19:30	128	(酷電影) 性別越界	性福農莊	Ander	輔PG	▲	81
信義 13 廳	2009/11/25	22:10	92	(奇幻世界) 短片動畫	巧克力情緣	Mary & Max	普G		125
信義 13 廳	2009/11/26	19:00	144	閉幕片,金馬獎入圍影片	白色緞帶	The White Ribbon	輔PG		34
信義 14 廳	2009/11/05	19:30	104	開幕片,金馬獎入圍影片	狼災記		輔PG	★	32
信義 14 廳	2009/11/05	19:30	111	開幕片,金馬獎入圍影片	眼淚	Tears	輔PG	★	33
信義 14 廳	2009/11/13	11:30	77	(影迷嘉年華) 名家饗宴	蒙特婁校園屠殺事件簿	Polytechnique	輔PG		48
信義 14 廳	2009/11/13	13:20	94	(奇幻世界) 限制級禁區	犬齒之家	Dogtooth	限R		121
信義 14 廳	2009/11/13	15:30	85	(影迷嘉年華) 青春紀事	在愛之中	Halfway	普G	▲	62
信義 14 廳	2009/11/13	17:30	96	(影迷嘉年華) 青春紀事	湖底的小王子	The Fish Child	輔PG		60
信義 14 廳	2009/11/13	19:40	183	(焦點影人) 寶萊塢的莫札特：A. R. 拉曼	寶萊塢記憶拼圖	Ghajini	普G		106
信義 14 廳	2009/11/14	10:30	110	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	路路	Loulou	輔PG		111
信義 14 廳	2009/11/14	12:50	90	(酷電影) 性別越界	大開色戒	Eyes Wide Open	輔PG		81
信義 14 廳	2009/11/14	15:00	100		(取消) 原味人生	Original	普G		53
信義 14 廳	2009/11/14	17:10	131	(焦點影人) 獨立製片的先行者： 約翰卡薩維蒂	面孔	Faces	護PG		94
信義 14 廳	2009/11/14	19:50	96	(影迷嘉年華) 年度熱門電影	明天的黎明	Tomorrow at Dawn	普G	★▲	54
信義 14 廳	2009/11/14	22:30	91	(奇幻世界) 魔幻時刻	魔島迷蹤	Hierro	限R	▲	120
信義 14 廳	2009/11/15	10:30	120	(酷電影) 我是傳奇	杭特湯普森的叛逆速記	Gonzo: The Life and Work of Dr. Hunter S. Thompson	護PG		85
信義 14 廳	2009/11/15	13:00	105	(影迷嘉年華) 名家饗宴	韶光在此停駐	The Time that Remains	普G		45
信義 14 廳	2009/11/15	15:20	125	(影迷嘉年華) 名家饗宴	希臘二部曲：時光灰燼	The Dust of Time	普G		47
信義 14 廳	2009/11/15	18:00	100	(影迷嘉年華) 青春紀事	聽媽媽的話	I Killed My Mother	護PG		61
信義 14 廳	2009/11/15	20:10	112	(影迷嘉年華) 年度熱門電影	我在窗外等你	Quiet Chaos	普G		52
信義 14 廳	2009/11/15	22:30	75	(奇幻世界) 短片動畫	小村嚇嚇叫	A Town Called Panic	普G		125
信義 14 廳	2009/11/16	13:30	106	(奇幻世界) 魔幻時刻	鈍獸	DumBeast	普G		119
信義 14 廳	2009/11/16	16:00	183	(焦點影人) 寶萊塢的莫札特：A. R. 拉曼	寶萊塢記憶拼圖	Ghajini	普G		106
信義 14 廳	2009/11/16	19:30	75	(奇幻世界) 短片動畫	小村嚇嚇叫	A Town Called Panic	普G		125
信義 14 廳	2009/11/16	21:20	120	(酷電影) 我是傳奇	杭特湯普森的叛逆速記	Gonzo: The Life and Work of Dr. Hunter S. Thompson	護PG		85
信義 14 廳	2009/11/17	13:00	96	(影迷嘉年華) 青春紀事	湖底的小王子	The Fish Child	輔PG		60
信義 14 廳	2009/11/17	15:10	105	(影迷嘉年華) 名家饗宴	韶光在此停駐	The Time that Remains	普G		45
信義 14 廳	2009/11/17	17:30	97	(焦點影人) 轉眼人生： 市川準	未來之我製作法	How to Become Myself	護PG		96
信義 14 廳	2009/11/17	19:40	96	(影迷嘉年華) 年度熱門電影	今年不做愛	My Year Without Sex	護PG		54
信義 14 廳	2009/11/17	21:50	78	(奇幻世界) 短片動畫	幸福，十元有找	$9.99	限R		124
信義 14 廳	2009/11/18	12:30	80	(酷電影) 搖滾啟示錄	金屬大叔要成名	Anvil! The Story of Anvil	普G		82
信義 14 廳	2009/11/18	14:20	125	(影迷嘉年華) 名家饗宴	希臘二部曲：時光灰燼	The Dust of Time	普G		47
信義 14 廳	2009/11/18	17:00	103	(酷電影) 性別越界	派翠克，一歲半	Patrick, Age1.5	普G		80
信義 14 廳	2009/11/18	19:10	105	(影迷嘉年華) 名家饗宴	韶光在此停駐	The Time that Remains	普G		45
信義 14 廳	2009/11/18	21:30	75	(奇幻世界) 短片動畫	小村嚇嚇叫	A Town Called Panic	普G		125
信義 14 廳	2009/11/19	17:30	102	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	白鬼子	White Material	護PG		109
信義 14 廳	2009/11/19	20:00	97	(影迷嘉年華) 年度熱門電影	2009月球漫遊	Moon	輔PG		55
信義 14 廳	2009/11/20	11:30	97	(影迷嘉年華) 年度熱門電影	2009月球漫遊	Moon	輔PG		55
信義 14 廳	2009/11/20	19:00	78	(奇幻世界) 短片動畫	幸福，十元有找	$9.99	限R		124
信義 14 廳	2009/11/20	20:50	80	(酷電影) 搖滾啟示錄	金屬大叔要成名	Anvil! The Story of Anvil	普G		82
信義 14 廳	2009/11/20	22:40	96	(影迷嘉年華) 年度熱門電影	今年不做愛	My Year Without Sex	護PG		54
信義 14 廳	2009/11/21	11:00	102	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	白鬼子	White Material	護PG		109
信義 14 廳	2009/11/21	13:40	97	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	女人出走	Villa Amalia	普G		109
信義 14 廳	2009/11/21	16:00	60		(取消) 大師講堂-伊莎貝雨蓓			★◎		
信義 14 廳	2009/11/21	17:30	82	(特別企劃) 看見紫絲帶	卡塔琳的秘密	Katalin Varga	輔PG	▲	37
信義 14 廳	2009/11/21	19:30	101	(酷電影) 經典重現	受害者	Victim	輔PG		89
信義 14 廳	2009/11/22	11:00	112	(焦點影人) 冷靜與熱情之間： 伊莎貝雨蓓	儀式	La Cérémonie	輔PG		110
信義 14 廳	2009/11/22	14:00	112	(焦點影人) 光影詩人： 李屏賓	策馬入林	Run Way	護PG	★	104
信義 14 廳	2009/11/22	16:50	84	(影迷嘉年華) 流浪到世界盡頭	利物浦	Liverpool	普G		65
信義 14 廳	2009/11/22	18:50	112	(焦點影人) 光影詩人： 李屏賓	夏天的滋味	At the Height of Summer	普G	★▲	102
信義 14 廳	2009/11/23	11:30	112	(焦點影人) 光影詩人： 李屏賓	夏天的滋味	At the Height of Summer	普G	★▲	102
信義 14 廳	2009/11/23	14:20	137	(焦點影人) 光影詩人： 李屏賓	童年往事	The Time to Live and the Time to Die	普G	★	103
信義 14 廳	2009/11/23	18:30	95	(焦點影人) 光影詩人： 李屏賓,金馬獎入圍影片	乘著光影旅行	Let the Wind Carry Me	普G	★◎	104
信義 14 廳	2009/11/23	21:00	60	大師講堂	大師講堂-李屏賓			★◎		
信義 14 廳	2009/11/24	12:00	116	(焦點影人) 光影詩人： 李屏賓	小城之春	Springtime in a Small Town	普G	★▲	103
信義 14 廳	2009/11/24	15:00	150	(焦點影人) 光影詩人： 李屏賓	春之雪	Spring Snow	輔PG	★	102
信義 14 廳	2009/11/24	18:30	125	(焦點影人) 光影詩人： 李屏賓	空氣人形	Air Doll	輔PG	★	101
信義 14 廳	2009/11/24	20:40	60	大師講堂	大師講堂-是枝裕和			★◎		
信義 14 廳	2009/11/24	22:20	82	(特別企劃) 看見紫絲帶	卡塔琳的秘密	Katalin Varga	輔PG	▲	37
信義 14 廳	2009/11/25	14:00	125	(焦點影人) 光影詩人： 李屏賓	空氣人形	Air Doll	輔PG	★	101
信義 14 廳	2009/11/25	17:00	98	(焦點影人) 光影詩人： 李屏賓	花樣年華	In the Mood for Love	普G	★	102
信義 14 廳	2009/11/25	19:30	107	(焦點影人) 光影詩人： 李屏賓	今生，緣未了	Afterwards	輔PG	★	101
信義 14 廳	2009/11/25	22:10	101	(奇幻世界) 魔幻時刻	史蒂芬的奇幻旅程	Bunny and the Bull	護PG		120
信義 14 廳	2009/11/26	14:00	113	(焦點影人) 光影詩人： 李屏賓	海上花	Flowers of Shanghai	普G	▲	103
信義 14 廳	2009/11/26	17:00	107	(焦點影人) 光影詩人： 李屏賓	今生，緣未了	Afterwards	輔PG	★	101
信義 14 廳	2009/11/26	20:00	109	閉幕片	珍愛人生	Precious	輔PG		35
信義 15 廳	2009/11/05	19:30	104	開幕片,金馬獎入圍影片	狼災記		輔PG	★	32
信義 15 廳	2009/11/05	19:30	111	開幕片,金馬獎入圍影片	眼淚	Tears	輔PG	★	33
新光 2 廳	2009/11/25	20:00	94	金馬獎入圍影片	心魔	At the End of Daybreak	輔PG		137
信義 12 廳	2009/11/13	11:10	100	(影迷嘉年華) 年度熱門電影	原味人生	Original	普G		53
