PLACE	DATE	TIME	DURATION	CATEGORY	CTITLE	ETITLE	GRADE	REMARK	PAGE
宜蘭演藝廳	11/16	14:30	127	影迷嘉年華 / 歐洲速寫	綁架海尼根	The Heineken Kidnapping	輔		147
宜蘭演藝廳	11/16	17:10	96	影迷嘉年華 / 歐洲速寫	當我們同住一起	And If We All Lived Together?	輔		138
宜蘭演藝廳	11/16	19:30	85	華語電影世界 / 台灣製造	小夏天＋忐忑＋救命	Before Summer Rain, Shadow of the Stiarcases, The Coward	護	★	88
友愛影城A廳	11/16	12:30	44	次文化派對 / 動畫集錦：瘋狂世界	當我還不是我	Kaspar	輔		220
友愛影城A廳	11/16	13:30	110	影迷嘉年華 / 歐洲速寫	狂人大悶鍋	Hotel Lux	普		145
友愛影城A廳	11/16	15:40	56	入圍影片	時間之旅	Voyage in Time	普		76
友愛影城A廳	11/16	17:00	122	入圍影片	逆戰	The Viral Factor	輔		65
友愛影城A廳	11/16	19:30	109	入圍影片	逆光飛翔	Touch of the Light	普	◎	73
國賓影城＠長春廣場 A 廳	11/17	11:10	110	影迷嘉年華 / 拉丁狂熱	NO	NO	護		164
國賓影城＠長春廣場 A 廳	11/17	13:40	95	影迷嘉年華 / 逐夢美國	性福療程	The Sessions	限		160
國賓影城＠長春廣場 A 廳	11/17	16:00	118	影迷嘉年華 / 亞洲爭鳴	草食男之桃花期	Love Strikes!	輔	★▲	117
國賓影城＠長春廣場 A 廳	11/17	19:00	159	次文化派對 / 性別越界	雙面勞倫斯	Laurence Anyways	輔	★▲	174
國賓影城＠長春廣場 A 廳	11/17	22:10	85	影迷嘉年華 / 逐夢美國	醉生夢醒	Smashed	輔		162
新光影城 1 廳	11/17	10:20	112	影迷嘉年華 / 極光掠影	愛情摩天輪	Love is all you need	輔		156
新光影城 1 廳	11/17	13:00	270	影迷嘉年華 / 名家饗宴	贖罪	Penance	輔		113
新光影城 1 廳	11/17	16:30	270	影迷嘉年華 / 名家饗宴	贖罪	Penance	輔		113
新光影城 1 廳	11/17	18:50	144	次文化派對 / 音樂啟示錄	雷鬼教父巴布馬利	Marley	限		196
新光影城 1 廳	11/17	22:00	100	次文化派對 / 變奏青春	愛上你愛上傳	Clip	超限		185
新光影城 2 廳	11/17	11:50	95	次文化派對 / 變奏青春	像個男人	Bad Seeds	輔		186
新光影城 2 廳	11/17	14:10	79	次文化派對 / 動畫王國	熊熊遇見小小鼠	Ernest & Celestine	普		216
新光影城 2 廳	11/17	16:10	92	次文化派對 / 變奏青春	我愛看美眉	18 Years Old and Raising	普		182
新光影城 2 廳	11/17	18:30	151	影迷嘉年華 / 亞洲爭鳴	戀戀大吉嶺	Barfi!	護	▲	125
新光影城 2 廳	11/17	21:50	94	影迷嘉年華 / 名家饗宴	窺孔謎情	Keyhole	限		107
光點華山電影館1廳	11/17	10:30	89	華語電影世界 / 中國獨立映像	太陽總在左邊	The Sun Beaten Path	普		93
光點華山電影館1廳	11/17	12:30	118	入圍影片	神探亨特張	Beijing Blues	輔		52
光點華山電影館1廳	11/17	15:00	105	入圍影片	女朋友。男朋友	Gf * Bf	輔		58
光點華山電影館1廳	11/17	17:20	107	入圍影片	消失的子彈	The Bullet Vanishes	輔		66
光點華山電影館1廳	11/17	20:00	109	入圍影片	失戀33天	Love Is Not Blind	普		51
光點華山電影館 2 廳	11/17	10:30	89	華語電影世界 / 中國獨立映像	太陽總在左邊	The Sun Beaten Path	普		93
宜蘭演藝廳	11/17	11:00	71	次文化派對 / 動畫集錦：童趣樂園	一顆偷偷落下的魚眼淚	Una Furtiva Lagrima	護		219
宜蘭演藝廳	11/17	13:00	84	影迷嘉年華 / 拉丁狂熱	愛不宜遲	The Delay	普		168
宜蘭演藝廳	11/17	15:00	80	影迷嘉年華 / 亞洲爭鳴	風箏孩子王	Gattu	普	▲	123
宜蘭演藝廳	11/17	17:00	87	華語電影世界 / 台灣製造	四分人＋狀況排除＋寂寞碼頭	BeFore, A Breath from the Bottom, The Solitary Pier	護	★	87
宜蘭演藝廳	11/17	19:30	106	華語電影世界 / 台灣製造	命運狗不理	Legend of The T-Dog	普	★	85
友愛影城A廳	11/17	12:30	120	入圍影片	聽風者	The Silent War	護	◎	74
友愛影城A廳	11/17	15:00	110	影迷嘉年華 / 歐洲速寫	狂人大悶鍋	Hotel Lux	普		145
友愛影城A廳	11/17	17:30	103	影迷嘉年華 / 亞洲爭鳴	三個傻瓜限屎專送	Delhi Belly	護	◎	127
友愛影城A廳	11/17	19:30	142	入圍影片	牽阮的手	Hand in Hand	護		75
國賓影城＠長春廣場 A 廳	11/18	10:30	115	影迷嘉年華 / 名家饗宴	謊言的烙印	The Hunt	護	▲	110
國賓影城＠長春廣場 A 廳	11/18	13:00	110	影迷嘉年華 / 名家饗宴	夜色降臨之前	Night Across the Street	護		103
國賓影城＠長春廣場 A 廳	11/18	15:30	80	影迷嘉年華 / 極光掠影	囧男登大人	The Almost Man	限		155
國賓影城＠長春廣場 A 廳	11/18	17:30	120	影迷嘉年華 / 名家饗宴	舐夢人	Post Tenebras Lux	限		109
國賓影城＠長春廣場 A 廳	11/18	20:00	95	影迷嘉年華 / 極光掠影	八月三十一日，我在奧斯陸	Oslo, August 31st	輔		153
國賓影城＠長春廣場 A 廳	11/18	22:10	98	影迷嘉年華 / 歐洲速寫	三生情蛹	Chrysalis	輔		150
新光影城 1 廳	11/18	10:00	122	入圍影片	龍門飛甲	Flying Swords of Dragon Gate	輔	▲	64
新光影城 1 廳	11/18	12:40	103	影迷嘉年華 / 名家饗宴	公車上的畢業旅行	The We and the I	護		108
新光影城 1 廳	11/18	15:10	87	影迷嘉年華 / 歐洲速寫	巴黎海狗．冰島靈魂	Queen of Montreuil	護		137
新光影城 1 廳	11/18	17:20	101	影迷嘉年華 / 極光掠影	歃雪為盟	Into the White	護		154
新光影城 1 廳	11/18	19:40	102	影迷嘉年華 / 拉丁狂熱	露西亞離開之後	After Lucia	限		170
新光影城 1 廳	11/18	21:40	108	次文化派對 / 音樂啟示錄	閉嘴聽音樂	Shut Up and Play The Hits	普		197
新光影城 2 廳	11/18	10:30	146	影迷嘉年華 / 亞洲爭鳴	寶萊塢之戀夏雞尾酒	Cocktail	護		126
新光影城 2 廳	11/18	13:40	116	次文化派對 / 性別越界	彩虹保衛隊	The Parade	輔		175
新光影城 2 廳	11/18	16:20	93	次文化派對 / 性別越界	拉拉手,到白首	Cloudburst	限		176
新光影城 2 廳	11/18	18:40	101	影迷嘉年華 / 歐洲速寫	無罪可赦	Guilty	輔		139
新光影城 2 廳	11/18	21:10	113	影迷嘉年華 / 歐洲速寫	最寂寞的星球	The Loneliest Planet	限		149
光點華山電影館1廳	11/18	10:00	90	華語電影世界 / 中國獨立映像	我故鄉的四種死亡方式	Four Ways to Die in My Hometown	普		98
光點華山電影館1廳	11/18	13:10	98	入圍影片	浮城謎事	Mystery	輔		53
光點華山電影館1廳	11/18	15:20	106	入圍影片	奪命金	Life without Principle	輔		55
光點華山電影館1廳	11/18	17:50	102	入圍影片	華麗之後	DIVA	護		67
光點華山電影館1廳	11/18	20:10	89	入圍影片	千錘百煉	China Heavyweight	普		77
光點華山電影館1廳	11/18	22:00	73	華語電影世界 / 中國獨立映像	我還有話要說	When Night Falls	普	★	92
光點華山電影館 2 廳	11/18	10:00	90	華語電影世界 / 中國獨立映像	我故鄉的四種死亡方式	Four Ways to Die in My Hometown	普		98
光點華山電影館 2 廳	11/18	21:10	113	影迷嘉年華 / 歐洲速寫	最寂寞的星球	The Loneliest Planet	限		149
宜蘭演藝廳	11/18	10:30	126	影迷嘉年華 / 亞洲爭鳴	精牌大丈夫	Vicky Donor	普	▲	124
宜蘭演藝廳	11/18	13:10	103	影迷嘉年華 / 亞洲爭鳴	三個傻瓜限屎專送	Delhi Belly	護		127
宜蘭演藝廳	11/18	15:20	96	焦點影人 / 荻上直子	吉野理髮之家	Yoshino&#39;s Barber Shop	普		255
宜蘭演藝廳	11/18	17:30	94	影迷嘉年華 / 逐夢美國	親親愛倫	For Ellen	普		161
宜蘭演藝廳	11/18	19:30	118	影迷嘉年華 / 亞洲爭鳴	草食男之桃花期	Love Strikes!	輔	★▲	117
友愛影城A廳	11/18	12:40	110	影迷嘉年華 / 歐洲速寫	狂人大悶鍋	Hotel Lux	普		145
友愛影城A廳	11/18	15:00	110	入圍影片	三月六日	6th March	輔		79
友愛影城A廳	11/18	17:20	98	入圍影片	太極1 從零開始	Tai Chi 0	輔		71
友愛影城A廳	11/18	19:30	108	入圍影片	殺生(取消)	Design of Death	輔		69
國賓影城＠長春廣場 A 廳	11/19	10:00	97	次文化派對 / 經典影事	義大利之旅	Journey to Italy	護		209
國賓影城＠長春廣場 A 廳	11/19	12:20	115	影迷嘉年華 / 歐洲速寫	再一次初戀	Camille Rewinds	限		136
國賓影城＠長春廣場 A 廳	11/19	15:00	110	影迷嘉年華 / 名家饗宴	夜色降臨之前	Night Across the Street	護		103
國賓影城＠長春廣場 A 廳	11/19	17:30	90	次文化派對 / 經典影事	五點到七點的克萊歐	Cleo From 5 To 7	輔		207
國賓影城＠長春廣場 A 廳	11/19	19:50	159	次文化派對 / 性別越界	雙面勞倫斯	Laurence Anyways	輔	★▲	174
新光影城 1 廳	11/19	12:30	102	影迷嘉年華 / 歐洲速寫	馬甲下的情與慾	Augustine	輔		140
新光影城 1 廳	11/19	15:00	90	影迷嘉年華 / 非洲心聲	愛在戰火迷亂時	War Witch	輔		131
新光影城 1 廳	11/19	17:10	115	影迷嘉年華 / 名家饗宴	好戲還在後頭	You Ain&#39;t Seen Nothin&#39; Yet!	普		102
新光影城 1 廳	11/19	19:50	88	次文化派對 / 音樂啟示錄	寂靜之音ECM	Sounds and Silence: Travel with Manfred Eicher	普		195
新光影城 1 廳	11/19	22:00	110	影迷嘉年華 / 拉丁狂熱	左派教慾	The Student	限		169
新光影城 2 廳	11/19	16:40	87	影迷嘉年華 / 非洲心聲	方舟上的夢想家	The Pirogue	普		132
新光影城 2 廳	11/19	18:50	84	影迷嘉年華 / 拉丁狂熱	愛不宜遲	The Delay	普		168
新光影城 2 廳	11/19	21:00	94	影迷嘉年華 / 歐洲速寫	我不在的時候	The Exchange	限		148
光點華山電影館1廳	11/19	12:00	122	入圍影片	逆戰	The Viral Factor	輔		65
光點華山電影館1廳	11/19	14:30	56	入圍影片	時間之旅	Voyage in Time	普		76
光點華山電影館1廳	11/19	16:00	142	入圍影片	牽阮的手	Hand in Hand	護		75
光點華山電影館1廳	11/19	19:00	80	影迷嘉年華 / 亞洲爭鳴	風箏孩子王	Gattu	普	▲	123
光點華山電影館1廳	11/19	21:30	73	華語電影世界 / 中國獨立映像	我還有話要說	When Night Falls	普	★	92
光點華山電影館 2 廳	11/19	19:30	114	入圍影片	高海拔之戀II	Romancing in Thin Air	普		56
國賓影城＠長春廣場 A 廳	11/20	12:10	95	影迷嘉年華 / 逐夢美國	性福療程	The Sessions	限		160
國賓影城＠長春廣場 A 廳	11/20	14:30	85	影迷嘉年華 / 逐夢美國	醉生夢醒	Smashed	輔		162
國賓影城＠長春廣場 A 廳	11/20	16:40	99	影迷嘉年華 / 極光掠影	命運談判局	A Hijacking	輔		157
國賓影城＠長春廣場 A 廳	11/20	18:30	132	影迷嘉年華 / 拉丁狂熱	血光燦爛的日子	Days of Grace	限		172
國賓影城＠長春廣場 A 廳	11/20	19:00	116	閉幕片	花都魅影	Holy Motors	輔	★▲	42
新光影城 1 廳	11/20	10:00	142	入圍影片	痞子英雄之全面開戰	Black & White: The Dawn of Assault	輔		70
新光影城 1 廳	11/20	13:00	101	影迷嘉年華 / 名家饗宴	天使威士忌	The Angels’ Share	輔		104
新光影城 1 廳	11/20	15:30	119	影迷嘉年華 / 拉丁狂熱	惡童末路	The Wild Ones	護	▲	167
新光影城 1 廳	11/20	21:20	102	影迷嘉年華 / 歐洲速寫	馬甲下的情與慾	Augustine	輔		140
新光影城 2 廳	11/20	13:30	118	影迷嘉年華 / 亞洲爭鳴	草食男之桃花期	Love Strikes!	輔	▲	117
新光影城 2 廳	11/20	16:30	113	影迷嘉年華 / 歐洲速寫	最寂寞的星球	The Loneliest Planet	限		149
新光影城 2 廳	11/20	19:10	94	影迷嘉年華 / 逐夢美國	親親愛倫	For Ellen	普		161
新光影城 2 廳	11/20	21:30	96	影迷嘉年華 / 歐洲速寫	當我們同住一起	And If We All Lived Together?	輔		138
光點華山電影館1廳	11/20	13:10	106	入圍影片	BBS鄉民的正義	Silent Code	護		68
光點華山電影館1廳	11/20	15:50	107	入圍影片	候鳥來的季節	Stilt	護		62
光點華山電影館1廳	11/20	18:20	107	入圍影片	大追捕	Nightfall	輔		50
光點華山電影館1廳	11/20	20:40	120	入圍影片	聽風者	The Silent War	護		74
光點華山電影館 2 廳	11/20	16:30	113	影迷嘉年華 / 歐洲速寫	最寂寞的星球	The Loneliest Planet	限		149
光點華山電影館 2 廳	11/20	18:40	88	華語電影世界 / 中國獨立映像	鐵蛋兒的情歌	The Love Songs Of Tiedan	普	★	96
光點華山電影館 2 廳	11/20	21:10	107	次文化派對 / 變奏青春	少年犯	Juvenile Offender	護	★	187
國賓影城＠長春廣場 A 廳	11/21	11:00	111	影迷嘉年華 / 歐洲速寫	如果愛是這樣	Our Children	輔		135
國賓影城＠長春廣場 A 廳	11/21	13:30	120	影迷嘉年華 / 名家饗宴	舐夢人	Post Tenebras Lux	限		109
國賓影城＠長春廣場 A 廳	11/21	16:10	100	焦點影人 / 布里蘭特曼多薩	出讓丈夫的女人	Thy Womb	輔		223
國賓影城＠長春廣場 A 廳	11/21	18:30	103	影迷嘉年華 / 名家饗宴	我和你	Me and You	護		105
國賓影城＠長春廣場 A 廳	11/21	21:00	116	閉幕片	花都魅影	Holy Motors	輔	★▲	42
新光影城 1 廳	11/21	11:00	112	影迷嘉年華 / 極光掠影	愛情摩天輪	Love is all you need	輔		156
新光影城 1 廳	11/21	13:30	88	次文化派對 / 音樂啟示錄	寂靜之音ECM	Sounds and Silence: Travel with Manfred Eicher	普		195
新光影城 1 廳	11/21	15:40	144	次文化派對 / 音樂啟示錄	雷鬼教父巴布馬利	Marley	限		196
新光影城 1 廳	11/21	18:50	99	影迷嘉年華 / 極光掠影	命運談判局	A Hijacking	輔		157
新光影城 1 廳	11/21	21:10	83	影迷嘉年華 / 亞洲爭鳴	小金同志想要飛	Comrade Kim Goes Flying	護	★	121
新光影城 2 廳	11/21	12:30	88	影迷嘉年華 / 歐洲速寫	週末回家	Home For The Weekend	普		144
新光影城 2 廳	11/21	14:40	84	影迷嘉年華 / 拉丁狂熱	愛不宜遲	The Delay	普		168
新光影城 2 廳	11/21	16:50	94	影迷嘉年華 / 逐夢美國	親親愛倫	For Ellen	普		161
新光影城 2 廳	11/21	19:00	108	影迷嘉年華 / 歐洲速寫	純真消逝的年代	Lore	護		143
新光影城 2 廳	11/21	21:30	87	影迷嘉年華 / 非洲心聲	方舟上的夢想家	The Pirogue	普		132
光點華山電影館1廳	11/21	12:00	132	入圍影片	畫皮II：轉生術	Painted Skin: The Resurrection	輔		72
光點華山電影館1廳	11/21	14:40	123	入圍影片	陣頭	Din Tao: Leader of the Parade	護		61
光點華山電影館1廳	11/21	17:10	109	入圍影片	逆光飛翔	Touch of the Light	普		73
光點華山電影館 2 廳	11/21	15:20	82	影迷嘉年華 / 亞洲爭鳴	湖心蕩漾三人行	Valley of Saints	護		128
光點華山電影館 2 廳	11/21	20:00	127	入圍影片	愛	LOVE	護		63
國賓影城＠長春廣場 A 廳	11/22	14:00	103	影迷嘉年華 / 名家饗宴	我和你	Me and You	護		105
國賓影城＠長春廣場 A 廳	11/22	19:10	93	影迷嘉年華 / 逐夢美國	南方野獸樂園	Beasts of the Southern Wild	輔		159
國賓影城＠長春廣場 A 廳	11/22	21:30	115	影迷嘉年華 / 歐洲速寫	再一次初戀	Camille Rewinds	限		136
新光影城 1 廳	11/22	11:40	101	影迷嘉年華 / 極光掠影	歃雪為盟	Into the White	護		154
新光影城 1 廳	11/22	14:00	83	影迷嘉年華 / 亞洲爭鳴	小金同志想要飛	Comrade Kim Goes Flying	護	★	121
新光影城 1 廳	11/22	16:20	100	次文化派對 / 變奏青春	愛上你愛上傳	Clip	超限		185
新光影城 1 廳	11/22	18:40	120	影迷嘉年華 / 歐洲速寫	天堂：愛	Paradise : Love	限		142
新光影城 1 廳	11/22	21:30	119	影迷嘉年華 / 拉丁狂熱	惡童末路	The Wild Ones	護	▲	167
新光影城 2 廳	11/22	14:20	94	影迷嘉年華 / 名家饗宴	窺孔謎情	Keyhole	限		107
新光影城 2 廳	11/22	16:40	96	影迷嘉年華 / 歐洲速寫	當我們同住一起	And If We All Lived Together?	輔		138
新光影城 2 廳	11/22	19:00	88	影迷嘉年華 / 歐洲速寫	週末回家	Home For The Weekend	普		144
新光影城 2 廳	11/22	21:10	108	影迷嘉年華 / 歐洲速寫	純真消逝的年代	Lore	護		143
光點華山電影館1廳	11/22	10:30	94	入圍影片	箭士柳白猿	Judge Archer	輔		54
光點華山電影館1廳	11/22	13:00	90	入圍影片	星空	Starry Starry Night	普		59
光點華山電影館1廳	11/22	15:10	110	入圍影片	寶米恰恰	Cha Cha for Twins	護		47
光點華山電影館1廳	11/22	18:00	108	入圍影片	殺生	Design of Death	輔		69
光點華山電影館1廳	11/22	20:20	93	入圍影片	低俗喜劇	Vulgaria	限		60
國賓影城＠長春廣場 A 廳	11/23	21:10	103	影迷嘉年華 / 名家饗宴	我和你	Me and You	護		105
新光影城 1 廳	11/23	11:40	101	影迷嘉年華 / 名家饗宴	天使威士忌	The Angels’ Share	輔		104
新光影城 1 廳	11/23	12:50	32	入圍影片	三月六日	6th March	輔		79
新光影城 1 廳	11/23	14:00	222	次文化派對 / 經典影事	阿拉伯的勞倫斯	Lawrence of Arabia	普		213
新光影城 1 廳	11/23	18:30	115	影迷嘉年華 / 名家饗宴	好戲還在後頭	You Ain&#39;t Seen Nothin&#39; Yet!	普		102
光點華山電影館1廳	11/23	10:30	98	入圍影片	太極1 從零開始	Tai Chi 0	輔		71
光點華山電影館1廳	11/23	12:50	110	入圍影片	拾荒少年	The Home Gleaners	輔		79
光點華山電影館1廳	11/23	18:30	100	次文化派對 / 傳奇人生	如果在法國。一個旅人	Journal de France	普	▲	202
光點華山電影館1廳	11/23	20:50	100	焦點影人 / 克里斯馬克	日月無光	Sans Soleil	護		245
新光影城 1 廳	11/24	11:00	90	影迷嘉年華 / 非洲心聲	愛在戰火迷亂時	War Witch	輔		131
新光影城 1 廳	11/24	13:00	120	影迷嘉年華 / 歐洲速寫	天堂：愛	Paradise : Love	限		142
新光影城 1 廳	11/24	15:30	101	影迷嘉年華 / 名家饗宴	天使威士忌	The Angels’ Share	輔		104
新光影城 1 廳	11/24	17:40	90	次文化派對 / 經典影事	五點到七點的克萊歐	Cleo From 5 To 7	輔		207
新光影城 1 廳	11/24	19:40	171	次文化派對 / 經典影事	黛絲姑娘	Tess	輔		212
光點華山電影館1廳	11/24	11:50	112	影迷嘉年華 / 極光掠影	愛情摩天輪	Love is all you need	輔		156
光點華山電影館1廳	11/24	14:30	102	影迷嘉年華 / 拉丁狂熱	露西亞離開之後	After Lucia	限		170
光點華山電影館1廳	11/24	16:50	80	影迷嘉年華 / 極光掠影	囧男登大人	The Almost Man	限		155
光點華山電影館1廳	11/24	18:50	87	影迷嘉年華 / 歐洲速寫	巴黎海狗．冰島靈魂	Queen of Montreuil	護		137
光點華山電影館1廳	11/24	21:00	102	影迷嘉年華 / 歐洲速寫	馬甲下的情與慾	Augustine	輔		140
新光影城 1 廳	11/25	10:00	110	焦點影人 / 狄奧安哲羅普洛斯	重構	Reconstruction	護		232
新光影城 1 廳	11/25	12:30	100	焦點影人 / 狄奧安哲羅普洛斯	三六年的歲月	Days of &#39;36	護		233
新光影城 1 廳	11/25	14:50	137	焦點影人 / 狄奧安哲羅普洛斯	塞瑟島之旅	Voyage To Cythera	輔	▲	237
新光影城 1 廳	11/25	17:50	210	焦點影人 / 狄奧安哲羅普洛斯	亞歷山大大帝	Alexander The Great	輔		236
新光影城 1 廳	11/25	22:00	108	影迷嘉年華 / 歐洲速寫	純真消逝的年代	Lore	護		143
光點華山電影館1廳	11/25	11:50	90	焦點影人 / 布里蘭特曼多薩	強強	Foster Child	輔	▲	228
光點華山電影館1廳	11/25	14:00	103	終身成就獎 石雋	大輪迴	The Wheel of Life	普	★▲	81
光點華山電影館1廳	11/25	20:40	101	焦點影人 / 克里斯馬克	堤	La jetée	護	▲	249
新光影城 1 廳	11/26	10:00	138	焦點影人 / 狄奧安哲羅普洛斯	鸛鳥踟躕	The Suspended Step of the Stork	普	▲	240
新光影城 1 廳	11/26	13:00	171	次文化派對 / 經典影事	黛絲姑娘	Tess	輔		212
新光影城 1 廳	11/26	16:30	151	影迷嘉年華 / 亞洲爭鳴	戀戀大吉嶺	Barfi!	護	▲	125
新光影城 1 廳	11/26	19:40	222	次文化派對 / 經典影事	阿拉伯的勞倫斯	Lawrence of Arabia	普		213
光點華山電影館1廳	11/26	11:30	102	影迷嘉年華 / 名家饗宴	電影社會主義	Film Socialism	護	▲	101
光點華山電影館1廳	11/26	13:50	115	焦點影人 / 克里斯馬克	遠離越南	Loin du Vietnam	護	▲	248
光點華山電影館1廳	11/26	16:00	93	焦點影人 / 布里蘭特曼多薩	高潮滿座	Serbis	限		227
光點華山電影館1廳	11/26	20:10	180	焦點影人 / 克里斯馬克	紅在革命蔓延時	Le Fond de L&#39;Air est Rouge	護		247
新光影城 1 廳	11/27	12:30	120	焦點影人 / 狄奧安哲羅普洛斯	養蜂人	The Beekeeper	限	▲	238
新光影城 1 廳	11/27	15:10	230	焦點影人 / 狄奧安哲羅普洛斯	流浪藝人	The Travelling Players	輔	▲	234
新光影城 1 廳	11/27	19:20	165	焦點影人 / 狄奧安哲羅普洛斯	獵人	The Hunters	限		235
新光影城 1 廳	11/27	22:30	97	次文化派對 / 經典影事	義大利之旅	Journey to Italy	護		209
光點華山電影館1廳	11/27	12:20	90	焦點影人 / 布里蘭特曼多薩	強強	Foster Child	輔	▲	228
光點華山電影館1廳	11/27	14:30	105	焦點影人 / 布里蘭特曼多薩	男孩看見血地獄	Kinatay	限		226
光點華山電影館1廳	11/27	17:00	80	焦點影人 / 布里蘭特曼多薩	情慾按摩院	The Masseur	限	▲	229
光點華山電影館1廳	11/27	19:00	114	焦點影人 / 克里斯馬克	塔可夫斯基的一天	Une journée d&#39;Andrei Arsenevitch	限		244
光點華山電影館1廳	11/27	21:40	98	次文化派對 / 性別越界	我們的幸福時光	Beyond the Walls	輔	▲	179
新光影城 1 廳	11/28	10:30	100	焦點影人 / 狄奧安哲羅普洛斯	三六年的歲月	Days of &#39;36	護		233
新光影城 1 廳	11/28	12:50	210	焦點影人 / 狄奧安哲羅普洛斯	亞歷山大大帝	Alexander The Great	輔		236
新光影城 1 廳	11/28	17:00	125	焦點影人 / 狄奧安哲羅普洛斯	霧中風景	Landscape in the Mist	普	▲	239
新光影城 1 廳	11/28	19:50	230	焦點影人 / 狄奧安哲羅普洛斯	流浪藝人	The Travelling Players	輔	▲	234
光點華山電影館1廳	11/28	10:30	180	焦點影人 / 克里斯馬克	紅在革命蔓延時	Le Fond de L&#39;Air est Rouge	護		247
光點華山電影館1廳	11/28	14:10	110	焦點影人 / 布里蘭特曼多薩	阿嬤打官司	Lola	普		225
光點華山電影館1廳	11/28	16:40	114	焦點影人 / 克里斯馬克	塔可夫斯基的一天	Une journée d&#39;Andrei Arsenevitch	限		244
光點華山電影館1廳	11/28	19:20	100	焦點影人 / 克里斯馬克	日月無光	Sans Soleil	護		245
光點華山電影館1廳	11/28	21:40	115	焦點影人 / 克里斯馬克	遠離越南	Loin du Vietnam	護	▲	248
新光影城 1 廳	11/29	10:00	110	焦點影人 / 狄奧安哲羅普洛斯	重構	Reconstruction	護		232
新光影城 1 廳	11/29	12:20	165	焦點影人 / 狄奧安哲羅普洛斯	獵人	The Hunters	限		235
新光影城 1 廳	11/29	15:40	137	焦點影人 / 狄奧安哲羅普洛斯	塞瑟島之旅	Voyage To Cythera	輔	▲	237
新光影城 1 廳	11/29	18:30	146	次文化派對 / 經典影事	鬼店	The Shining	限		209
新光影城 1 廳	11/29	21:30	138	焦點影人 / 狄奧安哲羅普洛斯	鸛鳥踟躕	The Suspended Step of the Stork	普	▲	240
國賓影城＠長春廣場 A 廳	11/10	20:00	104	神秘場	聖殤	Pieta	限		無
友愛影城A廳	11/11	19:00	108	入圍影片	殺生	Design of Death	輔		69
友愛影城A廳	11/18	19:30	94	入圍影片	箭士柳白猿	Judge Archer	輔		54
