PLACE	DATE	TIME	DURATION	CATEGORY	CTITLE	ETITLE	GRADE	REMARK	PAGE
新光影城 1 廳	11/24	10:40	116	金馬獎終身成就獎—甄珍	緹縈 (免費入場)	The Story Of Ti-Ying (Free Admission)	普	★	84
新光影城 1 廳	11/24	14:20	126	經典重現	梁山伯與祝英台	The Love Eterne	普	★▲	204
新光影城 1 廳	11/24	18:00	140	金馬50：大師現身	頤和園	Summer Palace	限	★▲	236
新光影城 1 廳	11/24	21:50	117	焦點導演：阿布戴柯西胥	愛情躲貓貓	Games Of Love And Chance	普		211
光點華山電影館 1 廳	11/24	10:50	93	焦點導演：阿力山卓尤杜洛斯基	凡多與莉絲:謎之旅	Fando And Lis: Tar Babies	限		227
光點華山電影館 1 廳	11/24	13:00	130	焦點導演：阿布戴柯西胥	都是伏爾泰的錯	Blame It On Voltaire	輔		212
光點華山電影館 1 廳	11/24	15:50	95	名家饗宴	美麗．誘惑	Young And Beautiful	限		113
光點華山電影館 1 廳	11/24	18:10	106	名家饗宴	美好的那些年	Those Happy Years	限		115
光點華山電影館 1 廳	11/24	20:30	159	焦點導演：阿布戴柯西胥	黑色維納斯	Black Venus	限		209
新光影城 1 廳	11/25	13:10	114	焦點導演：阿力山卓尤杜洛斯基	聖山	The Holy Mountain	限		225
新光影城 1 廳	11/25	15:50	123	經典重現	俘虜	Merry Christmas Mr. Lawrence	輔		199
新光影城 1 廳	11/25	18:30	156	經典重現	二十四隻眼睛	Twenty-Four Eyes	普		205
新光影城 1 廳	11/25	21:50	119	焦點導演：阿斯哈法哈蒂	海灘的那一天	About Elly	普		217
光點華山電影館 1 廳	11/25	13:00	130	焦點導演：阿布戴柯西胥	都是伏爾泰的錯	Blame It On Voltaire	輔		212
光點華山電影館 1 廳	11/25	15:50	130	焦點導演：阿力山卓尤杜洛斯基	童年幻舞	The Dance Of Reality	限		223
光點華山電影館 1 廳	11/25	18:40	101	焦點導演：阿斯哈法哈蒂	死期預告	Beautiful City	護		219
光點華山電影館 1 廳	11/25	21:00	125	焦點導演：阿力山卓尤杜洛斯基	鼴鼠	El Topo	限		226
新光影城 1 廳	11/26	13:40	93	焦點導演：阿力山卓尤杜洛斯基	凡多與莉絲:謎之旅	Fando And Lis: Tar Babies	限		227
新光影城 1 廳	11/26	15:50	151	焦點導演：阿布戴柯西胥	家傳秘方	The Secret Of The Grain	輔		210
新光影城 1 廳	11/26	19:00	104	焦點導演：阿斯哈法哈蒂	煙花星期三	Fireworks Wednesday	護		218
新光影城 1 廳	11/26	21:20	123	焦點導演：阿斯哈法哈蒂	分居風暴	A Separation	護	▲	216
光點華山電影館 1 廳	11/26	13:50	105	亞洲視窗	南方來信	Letters From The South	護		153
光點華山電影館 1 廳	11/26	16:10	101	焦點導演：阿斯哈法哈蒂	死期預告	Beautiful City	護		219
光點華山電影館 1 廳	11/26	18:30	95	焦點導演：阿斯哈法哈蒂	在微塵中漫舞	Dancing In The Dust	護		220
光點華山電影館 1 廳	11/26	20:40	165	經典重現	美好的五月	The Lovely Month Of May	護		201
新光影城 1 廳	11/27	13:00	171	經典重現	霸王別姬	Farewell My Concubine	輔		202
新光影城 1 廳	11/27	16:30	119	焦點導演：阿斯哈法哈蒂	海灘的那一天	About Elly	普		217
新光影城 1 廳	11/27	19:00	117	焦點導演：阿布戴柯西胥	愛情躲貓貓	Games Of Love And Chance	普		211
新光影城 1 廳	11/27	21:30	114	焦點導演：阿力山卓尤杜洛斯基	聖山	The Holy Mountain	限		225
光點華山電影館 1 廳	11/27	14:00	227	不設防地帶	瘋愛	Till Madness Do Us Apart	限		172
光點華山電影館 1 廳	11/27	18:30	123	焦點導演：阿力山卓尤杜洛斯基	聖血	Santa Sangre	限		224
新光影城 1 廳	11/28	13:30	110	午夜特快車	做愛．嗑藥．逃漏稅	Sex, Drugs & Taxation	限		185
新光影城 1 廳	11/28	16:00	104	焦點導演：阿斯哈法哈蒂	煙花星期三	Fireworks Wednesday	護		218
新光影城 1 廳	11/28	18:30	151	焦點導演：阿布戴柯西胥	家傳秘方	The Secret Of The Grain	輔		210
新光影城 1 廳	11/28	21:30	116	經典重現	金甲部隊	Full Metal Jacket	限		197
光點華山電影館 1 廳	11/28	15:00	123	焦點導演：阿力山卓尤杜洛斯基	聖血	Santa Sangre	限		224
光點華山電影館 1 廳	11/28	17:40	165	經典重現	美好的五月	The Lovely Month Of May	護		201
光點華山電影館 1 廳	11/28	20:40	118	經典重現	羅馬假期	Roman Holiday	普		198
