PLACE	DATE	TIME	DURATION	CATEGORY	CTITLE	ETITLE	GRADE	REMARK	PAGE
新光影城 2 廳	11/16	19:10	126	名家饗宴	地獄開麥拉	Why Don&#39;t You Play In Hell?	限	▲	121
新光影城 2 廳	11/16	22:00	75	名家饗宴	三不管人生	An Episode In The Life Of An Iron Picker	普		116
光點華山電影館 1 廳	11/16	11:20	109	不設防地帶	性教慾	Of Good Report	限		170
光點華山電影館 1 廳	11/16	13:40	105	亞洲視窗	南方來信	Letters From The South	護		153
光點華山電影館 1 廳	11/16	18:50	93	華語透視界	我的影子在奔跑	My Running Shadow	普		98
國賓＠長春廣場 A 廳	11/17	10:30	93	性別越界	泳敢愛	Floating Skyscrapers	限		174
國賓＠長春廣場 A 廳	11/17	12:30	124	金馬50：大師現身	海上花	Flowers Of Shanghai	護	★▲	230
國賓＠長春廣場 A 廳	11/17	16:10	110	星光首映	跨海跳探戈	It Takes Two To Tango	普	★	90
國賓＠長春廣場 A 廳	11/17	19:10	90	星光首映	十二夜	The Twelve Nights	普	★	89
新光影城 1 廳	11/17	10:30	138	金馬獎入圍影片	郊遊	Stray Dogs	限		65
新光影城 1 廳	11/17	13:50	130	金馬獎入圍影片	一代宗師	The Grandmaster	護		60
新光影城 1 廳	11/17	16:30	89	星光首映	為你點首歌	On The Air	普	★	93
新光影城 1 廳	11/17	19:00	100	經典重現	小畢的故事	Growing Up	普	★	203
新光影城 1 廳	11/17	21:40	89	午夜特快車	觀光客出沒，注意！	Sightseers	輔		180
新光影城 2 廳	11/17	11:00	86	不設防地帶	瑞凡費尼克斯未完成	Dark Blood	輔		165
新光影城 2 廳	11/17	13:00	85	一鳴驚人	奧斯卡的一天	Fruitvale Station	護		155
新光影城 2 廳	11/17	15:00	89	不設防地帶	布加勒斯特夜未眠	When Evening Falls On Bucharest Or Metabolism	輔		171
新光影城 2 廳	11/17	17:00	117	一鳴驚人	聽冥王星唱歌	Pluto	護	★	161
新光影城 2 廳	11/17	20:00	72	不設防地帶	柏林貓咪日記	The Strange Little Cat	普		168
新光影城 2 廳	11/17	21:50	82	午夜特快車	洛城警察壞壞事件	Wrong Cops	輔		181
光點華山電影館 1 廳	11/17	10:40	90	華語透視界	今天明天	Today And Tomorrow	護		97
光點華山電影館 1 廳	11/17	12:40	227	不設防地帶	瘋愛	Till Madness Do Us Apart	限		172
光點華山電影館 1 廳	11/17	17:10	93	金馬獎入圍影片	看見台灣	Beyond Beauty, Taiwan From Above	普		80
光點華山電影館 1 廳	11/17	19:40	129	金馬獎入圍影片	盲探	Blind Detective	輔		69
國賓＠長春廣場 A 廳	11/18	13:30	93	華語透視界	我的影子在奔跑	My Running Shadow	普		98
國賓＠長春廣場 A 廳	11/18	15:50	128	名家饗宴	拉合爾茶館的陌生人	The Reluctant Fundamentalist	護		117
國賓＠長春廣場 A 廳	11/18	18:50	110	名家饗宴	愛，墮落	Adore	輔		109
國賓＠長春廣場 A 廳	11/18	21:20	88	亞洲視窗	孟買追擊夜	Monsoon Shootout	護		150
新光影城 1 廳	11/18	10:50	107	影迷嘉年華	餐館小情歌	Henri	護		133
新光影城 1 廳	11/18	13:20	115	經典重現	陽光普照	Blazing Sun	輔		200
新光影城 1 廳	11/18	16:00	156	經典重現	二十四隻眼睛	Twenty-Four Eyes	普		205
新光影城 1 廳	11/18	19:20	104	影迷嘉年華	我曾擁有那座城堡	A Castle In Italy	限		132
新光影城 1 廳	11/18	21:40	95	不設防地帶	在世界邊緣遇見熊	Vic+Flo Saw A Bear	限		169
新光影城 2 廳	11/18	11:30	96	傳奇人生	木下惠介：微光中的電影路	Dawn Of A Filmmaker : The Keisuke Kinoshita Story	普	▲	194
新光影城 2 廳	11/18	13:40	102	一鳴驚人	初綻的青春	In Bloom	護	▲	157
新光影城 2 廳	11/18	16:10	97	影迷嘉年華	奧瑪的抉擇	Omar	護		138
新光影城 2 廳	11/18	18:30	120	一鳴驚人	小蝦米的逆襲	Workers	護		163
新光影城 2 廳	11/18	21:10	97	名家饗宴	劫婚進行曲	Honeymoon	護		114
光點華山電影館 1 廳	11/18	10:40	115	金馬獎入圍影片	一首搖滾上月球	Rock Me To The Moon	普		81
光點華山電影館 1 廳	11/18	13:40	124	金馬獎入圍影片	阿嬤的夢中情人	Forever Love	普		51
光點華山電影館 1 廳	11/18	16:20	89	金馬獎入圍影片	聖誕玫瑰	Christmas Rose	護		61
光點華山電影館 1 廳	11/18	19:00	95	金馬獎入圍影片	過界	Bends	普		49
光點華山電影館 1 廳	11/18	21:40	94	華語透視界	冠軍歌王	Kara King	普		100
國賓＠長春廣場 A 廳	11/19	14:20	102	名家饗宴	共食家族	Backwater	限		120
國賓＠長春廣場 A 廳	11/19	16:40	96	傳奇人生	石玫瑰：傳奇再臨	The Stone Roses: Made Of Stone	護		188
國賓＠長春廣場 A 廳	11/19	19:00	111	影迷嘉年華	愛的餘燼	The Broken Circle Breakdown	限		135
新光影城 1 廳	11/19	12:30	78	星光首映	一線三星	Ashes	普		91
新光影城 1 廳	11/19	14:30	102	亞洲視窗	媽咪速成計畫	Instant Mommy	普		152
新光影城 1 廳	11/19	16:50	86	不設防地帶	瑞凡費尼克斯未完成	Dark Blood	輔		165
新光影城 1 廳	11/19	19:00	96	傳奇人生	木下惠介：微光中的電影路	Dawn Of A Filmmaker : The Keisuke Kinoshita Story	普	▲	194
新光影城 1 廳	11/19	21:20	91	傳奇人生	龐克小貓拆政府	Pussy Riot - A Punk Prayer	限		187
新光影城 2 廳	11/19	11:50	97	一鳴驚人	腳踏車大作戰	Wadjda	普		158
新光影城 2 廳	11/19	14:10	75	名家饗宴	三不管人生	An Episode In The Life Of An Iron Picker	普		116
新光影城 2 廳	11/19	16:20	89	午夜特快車	觀光客出沒，注意！	Sightseers	輔		180
新光影城 2 廳	11/19	18:30	99	華語透視界	怨鬼	In The Dark	輔	★	99
新光影城 2 廳	11/19	21:10	126	亞洲視窗	瑪麗快樂真快樂	Mary Is Happy, Mary Is Happy	護	★	148
光點華山電影館 1 廳	11/19	10:40	102	金馬獎入圍影片	寒戰	Cold War	輔		63
光點華山電影館 1 廳	11/19	13:20	104	金馬獎入圍影片	春夢	Longing For The Rain	限		75
光點華山電影館 1 廳	11/19	15:40	125	金馬獎入圍影片	志氣	Step Back To Glory	護		52
光點華山電影館 1 廳	11/19	19:00	90	華語透視界	今天明天	Today And Tomorrow	護	★	97
國賓＠長春廣場 A 廳	11/20	14:30	179	焦點導演：阿布戴柯西胥	藍色是最溫暖的顏色	Blue Is The Warmest Colour	限		208
國賓＠長春廣場 A 廳	11/20	18:30	171	經典重現	霸王別姬	Farewell My Concubine	輔	★	202
新光影城 1 廳	11/20	12:40	95	不設防地帶	在世界邊緣遇見熊	Vic+Flo Saw A Bear	限		169
新光影城 1 廳	11/20	15:00	129	金馬50：大師現身	天注定	A Touch Of Sin	輔	★	235
新光影城 1 廳	11/20	21:00	97	華語透視界	末日‧ 派對	Doomsday. Party	輔	★	102
新光影城 2 廳	11/20	12:30	82	午夜特快車	洛城警察壞壞事件	Wrong Cops	輔		181
新光影城 2 廳	11/20	14:20	99	華語透視界	怨鬼	In The Dark	輔	★	99
新光影城 2 廳	11/20	17:00	119	亞洲視窗	那夜的武士	The Samurai That Night	護	▲	142
新光影城 2 廳	11/20	20:00	90	金馬50：大師現身	天水圍的日與夜	The Way We Are	普	★	234
光點華山電影館 1 廳	11/20	10:30	122	金馬獎入圍影片	十二生肖	CZ12	護		50
光點華山電影館 1 廳	11/20	13:20	114	金馬獎入圍影片	甜‧ 祕密	Together	護		72
光點華山電影館 1 廳	11/20	16:00	131	金馬獎入圍影片	致我們終將逝去的青春	So Young	普		59
光點華山電影館 1 廳	11/20	19:00	101	金馬獎入圍影片	殭屍	Rigor Mortis	限		70
國賓＠長春廣場 A 廳	11/21	14:00	151	金馬50：大師現身	阮玲玉	Center Stage	護	★	237
國賓＠長春廣場 A 廳	11/21	18:40	179	焦點導演：阿布戴柯西胥	藍色是最溫暖的顏色	Blue Is The Warmest Colour	限		208
新光影城 1 廳	11/21	11:50	91	傳奇人生	龐克小貓拆政府	Pussy Riot - A Punk Prayer	限		187
新光影城 1 廳	11/21	14:00	104	影迷嘉年華	我曾擁有那座城堡	A Castle In Italy	限		132
新光影城 1 廳	11/21	16:20	89	星光首映	為你點首歌	On The Air	普		93
新光影城 1 廳	11/21	18:40	99	金馬獎入圍影片	爸媽不在家	Ilo‧Ilo	普	★	54
新光影城 1 廳	11/21	21:20	94	華語透視界	冠軍歌王	Kara King	普		100
新光影城 2 廳	11/21	12:10	97	一鳴驚人	莎拉愛跑步	Sarah Prefers To Run	護		159
新光影城 2 廳	11/21	14:30	97	名家饗宴	劫婚進行曲	Honeymoon	護		114
新光影城 2 廳	11/21	16:50	89	不設防地帶	布加勒斯特夜未眠	When Evening Falls On Bucharest Or Metabolism	輔		171
新光影城 2 廳	11/21	19:00	118	金馬50：大師現身	甜蜜蜜	Comrades: Almost A Love Story	普	★	233
光點華山電影館 1 廳	11/21	10:30	145	金馬獎入圍影片	總舖師	Zone Pro Site	護		71
光點華山電影館 1 廳	11/21	14:00	110	金馬獎入圍影片	海闊天空	American Dreams In China	護		74
光點華山電影館 1 廳	11/21	16:30	70	金馬獎入圍影片	邊城啟示錄	Boundary Revelation	普		77
光點華山電影館 1 廳	11/21	18:30	113	金馬獎入圍影片	李碧華鬼魅系列：迷離夜	Tales From The Dark 1	輔		64
光點華山電影館 1 廳	11/21	21:00	97	華語透視界	末日‧ 派對	Doomsday. Party	輔		102
新光影城 1 廳	11/22	14:00	101	金馬50：大師現身	黑社會	Election	限	★	238
新光影城 1 廳	11/22	20:50	171	經典重現	霸王別姬	Farewell My Concubine	輔		202
光點華山電影館 1 廳	11/22	11:40	97	名家饗宴	最後的卡蜜兒	Camille Claudel 1915	護		112
光點華山電影館 1 廳	11/22	14:20	128	名家饗宴	拉合爾茶館的陌生人	The Reluctant Fundamentalist	護		117
光點華山電影館 1 廳	11/22	17:10	93	性別越界	泳敢愛	Floating Skyscrapers	限		174
光點華山電影館 1 廳	11/22	19:20	95	名家饗宴	美麗．誘惑	Young And Beautiful	限		113
光點華山電影館 1 廳	11/22	21:30	95	影迷嘉年華	戀夏進行式	The Spectacular Now	護		125
新光影城 1 廳	11/23	11:00	115	一鳴驚人	青春殘酷練習曲	Harmony Lessons	護		156
新光影城 1 廳	11/23	13:40	130	焦點導演：阿斯哈法哈蒂	咎愛	The Past	普		215
新光影城 1 廳	11/23	16:30	102	名家饗宴	共食家族	Backwater	限		120
新光影城 1 廳	11/23	18:50	123	經典重現	俘虜	Merry Christmas Mr. Lawrence	輔		199
新光影城 1 廳	11/23	21:30	110	午夜特快車	做愛．嗑藥．逃漏稅	Sex, Drugs & Taxation	限		185
光點華山電影館 1 廳	11/23	12:00	97	名家饗宴	最後的卡蜜兒	Camille Claudel 1915	護		112
光點華山電影館 1 廳	11/23	14:40	159	焦點導演：阿布戴柯西胥	黑色維納斯	Black Venus	限		209
光點華山電影館 1 廳	11/23	20:40	95	焦點導演：阿斯哈法哈蒂	在微塵中漫舞	Dancing In The Dust	護		220
